,2015,2016,2017,2018,2019
0,1.3843978357887725,0.9092795676103423,1.4955714067392567,1.165050756685371,1.0152421893849386
1,0.9335840444684819,1.1543371431621818,1.094514290637918,0.8429748899044596,0.7356706992443705
2,0.8239194805368997,1.1473436436465931,1.1055448375791037,0.9479516927091362,0.8247243249187869
3,1.190537292363172,1.2291536641089131,2.047080856962703,0.9086666661417369,1.5496977051892433
4,,,1.1843387665973315,1.0405937055076677,1.0931934929010876
5,1.7479795375832177,1.2929578230303038,1.2283218736468189,0.9640874484936227,0.7262606703907246
6,,,,1.1216665645579362,1.6734115176593305
7,1.443606913847771,0.7061839923390684,1.193643377358073,1.0619918245654514,1.5708812746863106
8,,,,1.2353857268144424,1.506329835478263
9,,,,1.5738726494907975,3.3786703088133283
10,0.7576110112876143,0.8846092708634344,1.0401094120553624,1.0426970071154806,0.8536260404223316
11,1.1762541922226926,0.7439179350704799,1.1575339425550166,2.177664677208296,0.9592739211795284
12,1.2978563062500648,1.2315650327483965,2.9434318007036655,1.2115840508342235,0.9484715862434822
13,,,0.983704039805783,0.8747829777430495,1.0441999411334886
14,0.9231115450128963,0.8612771620233142,0.9621702875494017,0.8931565019921606,0.9704689475262179
15,,1.1929237981313126,0.9159313118828628,0.8906859279261973,0.8272802403857745
16,2.2005960558774884,1.1056605940556141,1.7182871992828204,0.8638623457353306,0.8060856875481582
17,,,,,1.6594120210434196
18,1.3139232099034777,1.2672244438763853,1.1089127880821128,0.8643444780746133,0.8211636634941515
19,0.9325167824540168,0.9307461547056293,1.1837972507744159,0.9963191908468103,1.0306389261570057
20,1.1958891030382646,0.9362436392741463,1.053078720529209,1.0107356078440506,0.818708867363614
21,0.9747334296667712,1.219164075666943,1.3206859375883697,0.8558869090015332,1.0723833538697751
22,0.7816822580516855,0.8049148924543442,1.011533234211621,0.858540265698911,0.7911663123687009
23,0.9951962882498365,1.0368996293644694,0.9367350809597911,0.8820886901280274,0.9781704959644819
24,,,,0.6820674072381528,1.298119947433471
25,1.0080206595949646,1.1977733709094052,1.1004839188895825,0.9423482594291271,0.6889935871194107
26,1.1082186605447564,0.7958012605440279,0.9704030195516219,0.8781083862212864,0.7785106458236972
27,0.6664969537161939,1.37129082970553,1.0945687592868736,0.8591214636670536,0.7669544402124581
28,,,,,1.3050066610540316
29,0.973480708928947,1.0033311091598642,1.7097644354262214,0.8608838239130073,0.7905395686937473
30,1.0607946373155708,0.759110371375281,1.3544997427065733,1.0683057102172728,0.8097753852826978
31,1.1908351236256123,0.9094994827129131,1.131789494652708,0.9589903493424001,0.6745916150305904
32,1.054677951360663,1.1187122677304095,1.1186206450764509,1.2004411650723843,1.1398394748431502
33,,,,0.8105444492467561,0.9329746039699219
34,1.1487713741529997,0.693748255171645,0.8937172735663649,1.5224620265948534,1.656247962843578
35,1.1671307071890114,0.9336721416455317,1.5330190660484269,1.1652983154692333,0.9107221689706715
36,1.1132745836700613,1.2634107890446884,1.3465738012286905,1.1069097921073616,1.1379961301667374
37,1.1689786486583416,0.9665460841845235,0.8956799469562448,1.0500474498564893,0.9376887270890248
38,2.0359091052760987,0.9866765345505408,4.801051364276459,0.5876913395440929,1.708622656920994
39,,,1.512420426221334,1.1890444272875456,1.0596533833423638
40,0.6996540131888689,1.3523922550632854,0.8387813030260067,0.9956425115390191,1.1020956672874567
41,0.8783912619767742,1.253728282371346,1.5314994849376897,0.8728336057344566,0.845644997715633
42,1.7161754296243283,0.9194022644085943,1.4329722616535834,1.0403532752365887,0.9028311380539125
43,,,0.9397469652973854,0.9802742733367396,0.9195993824148573
44,1.0214496729127935,0.982078610887274,1.0668510907000957,0.7493467002110095,1.1130171293994746
45,0.9971856673763072,0.7507738378083387,1.2079439598235686,0.8680310740908949,0.9378292961597507
46,0.9039531007378869,1.2328185827214644,2.0608515034575907,0.9895148594078237,0.7898562588260031
47,1.3235005002892535,1.3851968124505702,1.88581182654651,1.6016075452316256,1.269254939735485
48,1.1897302144512225,1.438636178480847,1.5827468448855493,1.1827979128657455,1.4161339772601103
49,1.0456985938635088,1.2291547593216479,1.2854195569638607,1.0962331743413851,1.0692218821970845
50,0.8875339649422325,1.4092758747668663,1.7004549600370513,0.8183135992283793,1.264848613198652
51,0.8137345815977629,1.7160995849600522,0.9645860345165339,0.924589505424864,0.8528920795469342
52,1.3538756302850914,1.2790161035769496,1.1659235811553068,0.9964934421658114,1.5429440807380637
53,,,,1.465520292956125,0.8146365488635403
54,0.8113793993641186,0.8833508827392907,0.9519711965351697,0.8764712082382987,0.7730680168635599
55,0.5779309828474981,0.8679217669442274,1.0219183126529099,0.8422435092854664,0.7270719878317843
56,0.7002816001738562,0.8757587620393775,0.9580456278342481,0.9401384451858797,0.8180408032527888
