,Date,Company,Money,Stock,Profit,B/S
1209,02-08-2017,WIPRO,0,17.11067977,0,B
1210,15-09-2017,WIPRO,4889.376744,0,0,S
1211,16-10-2017,WIPRO,0,16.81932144,0,B
1212,22-11-2017,WIPRO,4949.926301,0,0,S
1213,20-12-2017,WIPRO,0,16.69452378,0,B
1214,31-01-2018,WIPRO,5086.821396,0,0,S
1215,05-04-2017,ZEEL,0,18.39926403,0,B
1216,12-04-2017,ZEEL,9759.889604,0,0,S
1217,05-06-2017,ZEEL,0,18.60266769,0,B
1218,07-06-2017,ZEEL,9659.435199,0,0,S
1219,08-06-2017,ZEEL,0,18.55264611,0,B
1220,12-06-2017,ZEEL,9521.217985,0,0,S
1221,13-07-2017,ZEEL,0,18.41628237,0,B
1222,11-08-2017,ZEEL,9298.380969,0,0,S
1223,12-09-2017,ZEEL,0,17.46338805,0,B
1224,28-09-2017,ZEEL,9080.961787,0,0,S
1225,27-10-2017,ZEEL,0,16.77001253,0,B
1226,06-02-2018,ZEEL,9588.254667,0,0,S
1227,26-03-2018,ZEEL,0,16.36639868,0,B
1228,28-03-2018,ZEEL,9418.86244,16.36639868,0,S
