Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,556.549988,572.500000,556.549988,569.950012,569.950012,611026
2019-11-26,571.750000,573.150024,567.000000,571.549988,571.549988,2807
2019-11-27,570.500000,581.150024,569.549988,572.799988,572.799988,3343
2019-11-28,574.349976,576.500000,570.750000,574.849976,574.849976,1386
2019-11-29,574.099976,596.549988,568.599976,593.400024,593.400024,9424
2019-12-02,593.000000,597.400024,587.000000,588.450012,588.450012,6429
2019-12-03,586.000000,591.000000,579.500000,582.450012,582.450012,2251
2019-12-04,582.450012,603.000000,581.400024,597.849976,597.849976,11455
2019-12-05,600.599976,600.599976,585.150024,587.450012,587.450012,1351
2019-12-06,590.099976,601.000000,590.099976,594.049988,594.049988,3290
2019-12-09,595.349976,595.349976,577.000000,580.049988,580.049988,1122
2019-12-10,582.849976,583.599976,574.000000,580.000000,580.000000,1630
2019-12-11,580.650024,585.000000,576.500000,582.299988,582.299988,1415
2019-12-12,584.299988,586.500000,573.950012,577.549988,577.549988,2075
2019-12-13,580.650024,583.450012,575.849976,582.500000,582.500000,1282
2019-12-16,585.000000,585.900024,576.000000,581.049988,581.049988,2109
2019-12-17,582.549988,583.200012,578.250000,582.250000,582.250000,3038
2019-12-18,580.099976,585.250000,578.500000,583.950012,583.950012,1403
2019-12-19,581.700012,583.750000,579.000000,580.599976,580.599976,2263
2019-12-20,581.000000,581.450012,570.500000,573.750000,573.750000,1601
2019-12-23,586.000000,586.000000,568.000000,573.200012,573.200012,1957
2019-12-24,575.049988,576.299988,571.250000,573.049988,573.049988,1278
