Date,Open,High,Low,Close,Adj Close,Volume
2018-06-01,1206.099976,1210.300049,1182.000000,1185.250000,1162.572144,8503
2018-06-04,1209.000000,1209.000000,1100.000000,1174.699951,1152.223999,41549
2018-06-05,1161.000000,1168.099976,1113.250000,1121.449951,1099.992798,3616
2018-06-06,1129.949951,1165.000000,1125.000000,1161.650024,1139.423584,6928
2018-06-07,1180.000000,1185.000000,1146.099976,1148.699951,1126.721436,5443
2018-06-08,1142.449951,1156.000000,1125.849976,1134.599976,1112.891235,7241
2018-06-11,1102.000000,1118.800049,1063.349976,1097.750000,1076.746216,71612
2018-06-12,1103.000000,1122.400024,1102.050049,1111.900024,1090.625488,46376
2018-06-13,1117.000000,1126.150024,1090.150024,1116.199951,1094.843140,16699
2018-06-14,1121.349976,1124.050049,1110.000000,1116.449951,1095.088501,3644
2018-06-15,1110.000000,1113.650024,1091.099976,1096.699951,1075.716309,4155
2018-06-18,1094.650024,1114.900024,1085.150024,1103.849976,1082.729492,4230
2018-06-19,1100.199951,1115.000000,1078.349976,1097.150024,1076.157715,5610
2018-06-20,1097.050049,1107.000000,1092.300049,1098.900024,1077.874268,3053
2018-06-21,1098.050049,1121.500000,1097.800049,1104.000000,1082.876587,4785
2018-06-22,1112.949951,1112.949951,1051.000000,1071.349976,1050.851318,16575
2018-06-25,1114.000000,1239.949951,1105.400024,1223.349976,1199.943115,289186
2018-06-26,1200.000000,1224.949951,1180.000000,1212.300049,1189.104492,70336
2018-06-27,1215.000000,1244.000000,1200.000000,1215.449951,1192.194214,32632
2018-06-28,1206.400024,1206.400024,1125.800049,1171.099976,1148.692871,92987
2018-06-29,1181.250000,1181.250000,1122.400024,1131.599976,1109.948608,21541
2018-07-02,1130.000000,1133.349976,1100.000000,1104.550049,1083.416260,8628
2018-07-03,1094.000000,1104.550049,1085.150024,1095.599976,1074.637329,7356
2018-07-04,1099.650024,1147.400024,1094.699951,1122.550049,1101.071899,17215
2018-07-05,1113.000000,1139.800049,1108.800049,1132.949951,1111.272705,5171
2018-07-06,1125.000000,1187.900024,1116.599976,1171.699951,1149.281250,13183
2018-07-09,1183.550049,1186.000000,1154.199951,1167.750000,1145.406860,5766
2018-07-10,1166.750000,1198.300049,1162.000000,1191.900024,1169.094849,6478
2018-07-11,1200.000000,1269.050049,1200.000000,1232.400024,1208.819946,60996
2018-07-12,1235.000000,1256.449951,1226.599976,1250.849976,1226.916992,10037
2018-07-13,1255.599976,1262.000000,1226.199951,1232.550049,1208.967041,6729
2018-07-16,1233.000000,1236.050049,1194.099976,1220.150024,1196.804321,9791
2018-07-17,1222.099976,1222.099976,1196.849976,1216.099976,1192.831787,2977
2018-07-18,1224.900024,1260.000000,1224.900024,1239.099976,1215.391724,21491
2018-07-19,1240.000000,1243.500000,1219.949951,1234.949951,1220.183716,5340
2018-07-20,1239.949951,1259.000000,1217.300049,1254.500000,1239.500000,3745
2018-07-23,1244.500000,1260.849976,1243.199951,1255.650024,1240.636353,1496
2018-07-24,1257.099976,1287.900024,1255.000000,1267.050049,1251.900024,5633
2018-07-25,1260.250000,1287.699951,1234.900024,1276.000000,1260.742920,5296
2018-07-26,1275.000000,1345.000000,1273.550049,1333.000000,1317.061401,11620
2018-07-27,1339.000000,1360.000000,1329.000000,1346.949951,1330.844604,29913
2018-07-30,1350.000000,1366.000000,1303.000000,1311.550049,1295.867920,4236
2018-07-31,1333.000000,1333.000000,1283.650024,1292.300049,1276.848145,4545
2018-08-01,1290.050049,1315.099976,1280.000000,1289.500000,1274.081543,3013
2018-08-02,1281.150024,1284.099976,1262.150024,1275.500000,1260.248901,3691
2018-08-03,1281.699951,1302.000000,1252.400024,1266.199951,1251.060059,7261
2018-08-06,1279.349976,1325.000000,1274.150024,1314.000000,1298.288574,11226
2018-08-07,1314.949951,1323.500000,1299.699951,1305.699951,1290.087769,4420
2018-08-08,1296.900024,1316.150024,1273.000000,1298.300049,1282.776367,12908
2018-08-09,1299.000000,1320.150024,1293.000000,1304.400024,1288.803345,4685
2018-08-10,1305.199951,1339.949951,1265.099976,1281.800049,1266.473633,15586
2018-08-13,1263.150024,1282.599976,1252.000000,1256.599976,1241.574951,4111
2018-08-14,1267.000000,1296.150024,1260.500000,1278.800049,1263.509521,6501
2018-08-16,1270.500000,1283.099976,1245.000000,1261.750000,1246.663330,7219
2018-08-17,1272.000000,1370.650024,1261.150024,1330.349976,1314.443115,35335
2018-08-20,1335.949951,1379.000000,1319.349976,1368.900024,1352.532227,48613
2018-08-21,1374.900024,1399.000000,1360.750000,1394.400024,1377.727295,16761
2018-08-23,1399.000000,1419.550049,1342.000000,1371.849976,1355.446899,19595
2018-08-24,1390.000000,1397.150024,1354.550049,1377.900024,1361.424561,6459
2018-08-27,1370.000000,1414.000000,1370.000000,1409.849976,1392.992554,12502
2018-08-28,1415.000000,1428.500000,1390.199951,1411.000000,1394.128784,14405
2018-08-29,1410.000000,1412.050049,1386.199951,1391.150024,1374.516113,5487
2018-08-30,1376.349976,1379.000000,1350.150024,1364.699951,1348.382324,9462
2018-08-31,1370.000000,1380.000000,1354.000000,1359.500000,1343.244507,3081
2018-09-03,1370.000000,1370.000000,1336.500000,1346.250000,1330.152954,15185
2018-09-04,1353.400024,1361.800049,1279.000000,1297.349976,1281.837646,11484
2018-09-05,1300.250000,1307.099976,1279.599976,1287.400024,1272.006714,7927
2018-09-06,1300.000000,1311.099976,1285.099976,1296.000000,1280.503784,16797
2018-09-07,1300.000000,1317.099976,1296.300049,1301.650024,1286.086304,5504
2018-09-10,1303.800049,1312.400024,1285.800049,1300.449951,1284.900513,4044
2018-09-11,1303.099976,1312.099976,1291.800049,1301.449951,1285.888550,5194
2018-09-12,1313.949951,1313.949951,1285.000000,1288.500000,1273.093506,3231
2018-09-14,1295.000000,1304.300049,1286.800049,1291.750000,1276.304688,123814
2018-09-17,1297.550049,1300.000000,1268.150024,1280.849976,1265.534912,111044
2018-09-18,1276.750000,1276.750000,1245.000000,1246.650024,1231.743896,5305
2018-09-19,1240.000000,1260.000000,1221.000000,1233.900024,1219.146362,70487
2018-09-21,1232.550049,1232.550049,1120.000000,1173.150024,1159.122803,17934
2018-09-24,1182.800049,1182.800049,1043.000000,1084.500000,1071.532715,95367
2018-09-25,1080.500000,1097.400024,1026.900024,1059.250000,1046.584595,15884
2018-09-26,1060.099976,1084.800049,994.400024,1003.450012,991.451843,35083
2018-09-27,999.000000,1010.000000,900.000000,930.299988,919.176453,56088
2018-09-28,928.000000,928.000000,857.200012,888.799988,878.172668,36357
2018-10-01,890.000000,1004.000000,855.000000,952.500000,941.111023,87753
2018-10-03,940.000000,956.000000,891.250000,907.849976,896.994873,19758
2018-10-04,899.599976,919.700012,872.349976,891.950012,881.285034,24547
2018-10-05,873.000000,900.950012,847.000000,852.900024,842.701965,22623
2018-10-08,853.000000,902.250000,853.000000,890.000000,879.358337,28996
2018-10-09,884.000000,894.599976,853.099976,877.200012,866.711365,12807
2018-10-10,885.000000,898.000000,856.000000,879.150024,868.638062,13054
2018-10-11,856.599976,885.000000,841.799988,866.900024,856.534546,11855
2018-10-12,875.000000,925.000000,875.000000,897.549988,886.818054,13825
2018-10-15,900.000000,938.500000,895.150024,927.299988,916.212341,8313
2018-10-16,928.200012,944.000000,912.000000,919.650024,908.653809,8811
2018-10-17,930.250000,930.299988,862.750000,867.549988,857.176758,12161
2018-10-19,900.000000,900.000000,695.500000,706.599976,698.151184,213453
2018-10-22,708.000000,742.400024,699.200012,706.750000,698.299438,81729
2018-10-23,708.000000,733.000000,703.549988,715.299988,706.747192,34487
2018-10-24,720.000000,744.650024,720.000000,732.049988,723.296936,31559
2018-10-25,726.000000,729.000000,701.000000,718.599976,710.007751,22361
2018-10-26,728.000000,728.000000,694.000000,701.099976,692.716980,21339
2018-10-29,719.799988,731.000000,702.500000,724.549988,715.886597,16360
2018-10-30,732.000000,749.950012,717.049988,731.200012,722.457092,17485
2018-10-31,741.950012,824.750000,725.250000,802.500000,792.904541,85563
2018-11-01,806.000000,849.900024,796.549988,823.599976,813.752258,54645
2018-11-02,839.799988,897.650024,839.799988,871.099976,860.684265,74287
2018-11-05,870.000000,885.000000,828.000000,873.299988,862.857971,54355
2018-11-06,891.000000,927.599976,884.000000,902.400024,891.610107,57567
2018-11-07,909.799988,919.349976,904.000000,908.799988,897.933533,4882
2018-11-09,910.049988,936.000000,901.349976,928.750000,917.645020,26230
2018-11-12,935.000000,978.000000,935.000000,957.000000,945.557190,39262
2018-11-13,950.049988,960.200012,935.500000,956.599976,945.161987,15541
2018-11-14,977.900024,999.549988,966.299988,977.000000,965.318054,26814
2018-11-15,984.000000,1008.000000,960.599976,1000.250000,988.290100,18057
2018-11-16,1000.250000,1005.000000,988.099976,998.650024,986.709229,11831
2018-11-19,1009.150024,1010.250000,970.000000,972.299988,960.674255,9323
2018-11-20,965.250000,1009.900024,965.250000,993.950012,982.065430,14731
2018-11-21,984.400024,1002.000000,984.349976,999.799988,987.845459,9105
2018-11-22,998.849976,1017.000000,943.000000,958.000000,946.545288,18389
2018-11-26,958.049988,984.000000,950.000000,965.900024,954.350830,21095
2018-11-27,971.049988,1039.699951,966.900024,1029.650024,1017.338562,44374
2018-11-28,1019.000000,1024.900024,960.000000,969.500000,957.907776,22249
2018-11-29,980.000000,980.000000,926.000000,935.200012,924.017883,18912
2018-11-30,945.000000,963.000000,893.400024,910.599976,899.711975,36063
2018-12-03,923.799988,946.500000,892.599976,932.549988,921.399536,14843
2018-12-04,903.000000,940.000000,903.000000,935.500000,924.314270,11622
2018-12-05,925.000000,954.549988,922.849976,933.599976,922.437012,10695
2018-12-06,925.000000,949.000000,901.000000,935.099976,923.919067,7489
2018-12-07,945.000000,949.950012,919.599976,934.599976,923.425049,12858
2018-12-10,922.049988,922.049988,885.000000,895.000000,884.298523,9632
2018-12-11,882.000000,909.900024,875.599976,899.500000,888.744751,13170
2018-12-12,909.950012,969.000000,906.500000,960.400024,948.916565,16628
2018-12-13,970.000000,1006.000000,966.500000,972.099976,960.476624,19727
2018-12-14,972.000000,987.599976,964.000000,971.400024,959.785034,4114
2018-12-17,980.000000,985.000000,960.500000,970.799988,959.192200,6581
2018-12-18,961.299988,990.000000,943.250000,949.250000,937.899902,17422
2018-12-19,960.000000,999.000000,958.000000,983.799988,972.036743,36678
2018-12-20,975.000000,994.799988,933.000000,971.549988,959.933228,29254
2018-12-21,972.950012,982.000000,955.250000,968.349976,956.771484,7798
2018-12-24,964.000000,965.400024,945.000000,952.049988,940.666382,5219
2018-12-26,942.000000,945.849976,916.549988,923.799988,912.754150,11202
2018-12-27,935.049988,945.299988,910.000000,915.700012,904.751038,5374
2018-12-28,924.950012,942.000000,908.750000,914.349976,903.417175,18532
2018-12-31,915.049988,931.299988,915.049988,923.799988,912.754150,8154
2019-01-01,923.900024,928.849976,916.400024,924.500000,913.445801,2496
2019-01-02,916.000000,925.000000,911.400024,918.400024,907.418762,4452
2019-01-03,918.950012,929.000000,917.099976,920.000000,908.999634,6037
2019-01-04,920.099976,925.000000,910.500000,916.000000,905.047424,6675
2019-01-07,914.599976,925.599976,910.000000,914.599976,903.664185,5098
2019-01-08,913.849976,917.299988,888.000000,899.200012,888.448364,12591
2019-01-09,908.849976,909.000000,883.000000,897.299988,886.571045,8401
2019-01-10,890.000000,918.000000,882.000000,909.099976,898.229919,7583
2019-01-11,902.299988,912.849976,888.049988,901.400024,890.622070,4763
2019-01-14,896.000000,896.000000,880.000000,886.049988,875.455566,6381
2019-01-15,891.950012,905.000000,882.950012,890.500000,879.852356,4859
2019-01-16,896.150024,908.049988,890.500000,898.549988,887.806091,5729
2019-01-17,905.000000,906.950012,895.599976,897.849976,887.114441,3216
2019-01-18,897.049988,897.049988,882.950012,888.250000,877.629272,5960
2019-01-21,889.250000,891.250000,850.000000,875.950012,865.476318,4239
2019-01-22,875.599976,885.150024,872.250000,876.799988,866.316162,3037
2019-01-23,877.099976,914.950012,874.500000,902.799988,892.005249,10317
2019-01-24,903.549988,937.700012,900.400024,928.000000,916.903992,42125
2019-01-25,954.000000,954.000000,887.000000,894.349976,883.656311,24737
2019-01-28,897.799988,919.900024,847.000000,902.450012,891.659485,16202
2019-01-29,904.000000,927.700012,884.000000,920.000000,908.999634,8788
2019-01-30,910.700012,934.849976,897.000000,931.500000,920.362122,6598
2019-01-31,926.000000,930.000000,895.000000,907.549988,896.698486,6131
2019-02-01,896.000000,929.950012,896.000000,921.099976,910.086426,7802
2019-02-04,905.000000,921.750000,892.000000,915.549988,904.602844,7569
2019-02-05,913.799988,926.549988,900.099976,903.450012,892.647522,5021
2019-02-06,908.500000,950.000000,906.900024,944.700012,933.404297,11576
2019-02-07,955.000000,991.000000,955.000000,976.750000,965.071045,21545
2019-02-08,970.000000,979.650024,951.099976,958.150024,946.693481,5754
2019-02-11,969.299988,969.349976,912.200012,950.900024,939.530151,9050
2019-02-12,960.000000,960.000000,904.549988,914.700012,903.763000,9586
2019-02-14,910.200012,925.049988,892.150024,909.599976,898.723938,9723
2019-02-15,909.750000,912.400024,890.000000,895.599976,884.891357,4197
2019-02-18,899.900024,899.900024,870.099976,876.650024,866.167969,3224
2019-02-19,880.650024,889.500000,864.700012,869.150024,858.757629,3340
2019-02-20,872.450012,886.400024,863.200012,868.450012,858.066040,6727
2019-02-21,877.000000,920.700012,868.049988,916.900024,905.936707,14232
2019-02-22,916.900024,942.000000,908.000000,916.200012,905.245056,8247
2019-02-25,938.000000,940.000000,912.400024,917.900024,906.924744,4928
2019-02-26,908.799988,915.000000,895.000000,910.400024,899.514465,5526
2019-02-27,915.000000,940.450012,915.000000,927.200012,916.113525,8955
2019-02-28,930.000000,935.000000,890.000000,898.000000,887.262695,110616
2019-03-01,901.000000,918.000000,901.000000,910.900024,900.008484,26178
2019-03-05,913.150024,928.349976,912.700012,921.000000,909.987671,9392
2019-03-06,925.950012,927.000000,896.400024,901.049988,890.276184,40741
2019-03-07,903.900024,903.900024,887.000000,888.950012,878.320923,10978
2019-03-08,899.950012,899.950012,882.000000,885.799988,875.208557,21242
2019-03-11,889.099976,899.000000,872.500000,875.250000,864.784668,8777
2019-03-12,884.950012,935.000000,870.000000,886.099976,875.504944,44539
2019-03-13,896.000000,901.450012,883.000000,898.700012,887.954346,8997
2019-03-14,901.049988,902.500000,883.150024,889.049988,878.419678,8375
2019-03-15,896.750000,900.799988,871.099976,876.150024,865.673950,121623
2019-03-18,887.000000,888.299988,841.099976,848.299988,838.156921,28748
2019-03-19,842.000000,866.200012,835.000000,855.900024,845.666077,40908
2019-03-20,852.000000,879.000000,848.400024,860.599976,850.309814,16838
2019-03-22,860.000000,867.549988,852.000000,858.349976,848.086731,32319
2019-03-25,848.000000,866.000000,820.000000,831.450012,821.508423,22979
2019-03-26,826.900024,832.500000,815.000000,819.250000,809.454285,16975
2019-03-27,819.700012,840.750000,816.000000,820.349976,810.541138,59114
2019-03-28,826.349976,835.000000,824.349976,829.500000,819.581726,13047
2019-04-01,870.000000,976.450012,870.000000,942.950012,931.675232,125014
2019-04-02,949.700012,949.700012,909.349976,919.849976,908.851379,40666
2019-04-03,920.000000,974.450012,902.000000,915.700012,904.751038,84422
2019-04-04,920.000000,967.000000,915.000000,958.799988,947.335693,93942
2019-04-05,971.950012,971.950012,930.000000,933.549988,922.387573,22705
2019-04-08,933.000000,941.849976,902.200012,907.150024,896.303284,23074
2019-04-09,890.000000,909.000000,882.599976,892.500000,881.828430,19140
2019-04-10,892.500000,893.000000,862.200012,866.700012,856.336914,78507
2019-04-11,863.049988,865.200012,835.000000,839.099976,829.066895,42033
2019-04-12,839.099976,840.000000,820.500000,822.849976,813.011230,20954
2019-04-15,823.250000,836.500000,815.000000,817.450012,807.675842,33320
2019-04-16,825.000000,825.000000,785.200012,799.900024,790.335693,105767
